permutation,diagonal_dominance,matching_margin
649,0.21568627450980393,-945.3150316687191
650,0.22549019607843138,-779.8897957334332
651,0.23039215686274508,-1034.8949707816628
652,0.19607843137254902,-988.193303902944
653,0.21568627450980393,-860.1426621698865
654,0.2107843137254902,-1033.7249196744433
655,0.23529411764705882,-967.7284550760306
656,0.24509803921568626,-952.2981029211306
657,0.20098039215686275,-1009.1435876921112
658,0.19117647058823528,-1007.9294316721897
659,0.22549019607843138,-983.1019603037366
660,0.20098039215686275,-974.5749913196938
661,0.22058823529411764,-923.5652871973374
662,0.24019607843137256,-723.2184926762301
663,0.23039215686274508,-916.8863963145835
664,0.20588235294117646,-1119.7956088383992
665,0.23529411764705882,-915.694034613815
666,0.23039215686274508,-931.1261404729357
667,0.19607843137254902,-985.0403495863372
668,0.22549019607843138,-907.8289315840777
669,0.20588235294117646,-1024.9935103958728
670,0.23039215686274508,-941.9381546506695
671,0.22549019607843138,-953.4998947031357
672,0.22058823529411764,-1058.1126356311872
673,0.20588235294117646,-1110.2944352393056
674,0.20588235294117646,-968.7300966674206
675,0.20098039215686275,-993.2567771836823
676,0.25,-891.2969861124076
677,0.25980392156862747,-783.1503367330514
678,0.23039215686274508,-892.5907804264742
679,0.19117647058823528,-961.1087457619461
680,0.2647058823529412,-836.9408176646513
681,0.20588235294117646,-934.4640208038629
682,0.2107843137254902,-1049.1772734324138
683,0.20588235294117646,-886.042611991658
684,0.19607843137254902,-959.6791088253844
685,0.22058823529411764,-889.4821797539206
686,0.2107843137254902,-1030.80006720973
687,0.2107843137254902,-908.7070997182061
688,0.2107843137254902,-1075.6042051128313
689,0.23529411764705882,-1007.7327249190387
690,0.24019607843137256,-753.2157249263688
691,0.16666666666666666,-1016.3286917630364
692,0.20098039215686275,-1015.4263724532782
693,0.20098039215686275,-872.0585448508169
694,0.19607843137254902,-1090.8737290045794
